age,page,sex,psex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b
35,33,"Male","Female",11.58333,"11-20","Cohabiting","0","7","1",23,19,"11-20x","11-20x","11-20x","0x","0x","0x","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all"
38,48,"Male","Male",16.83333,"11-20","Cohabiting","0","10 - Completely satisfied","9",26,23,"11-20x","11-20x","21-50x","11-20x","6-10x","21-50x","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times"
26,31,"Female","Male",3.75,"3-5","Cohabiting","0","10 - Completely satisfied","8",24,,"> 50x","1-5x","21-50x","21-50x","6-10x","6-10x","More than 50 times","1 to 5 times","21 to 50 times","More than 50 times","1 to 5 times","21 to 50 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times"
39,44,"Male","Female",6.583333,"6-10","Cohabiting","1","10 - Completely satisfied","10 - Completely satisfied",28,30,"> 50x","21-50x","21-50x","> 50x","> 50x","> 50x","More than 50 times","21 to 50 times","21 to 50 times","No answer","No answer","No answer","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
37,34,"Male","Female",12.75,"11-20","Cohabiting","1","8","9",,22,"1-5x","6-10x","6-10x","6-10x","11-20x","1-5x","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","1 to 5 times","21 to 50 times","21 to 50 times","11 to 20 times"
27,27,"Female","Male",,,"Cohabiting","1","9","9",26,24,"11-20x","21-50x","21-50x","11-20x","21-50x","11-20x","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
43,46,"Female","Male",6.666667,"6-10","Separate households","2","10 - Completely satisfied","10 - Completely satisfied",27,25,"21-50x","21-50x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times"
40,22,"Female","Male",.8333333,"0-2","Separate households","0","8","7",24,19,"21-50x","11-20x","1-5x","21-50x","6-10x","21-50x","21 to 50 times","11 to 20 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times"
21,22,"Female","Male",4.083333,"3-5","Cohabiting","0","10 - Completely satisfied","9",27,26,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
37,34,"Male","Female",18.16667,"11-20","Cohabiting","2","7","7",23,27,"1-5x","1-5x","1-5x","21-50x","> 50x","11-20x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times"
34,36,"Female","Male",14.66667,"11-20","Cohabiting","0","9","9",22,23,"11-20x","6-10x","1-5x","6-10x","1-5x","6-10x","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times"
42,41,"Female","Male",19.16667,"11-20","Cohabiting","2","9","6",22,23,"11-20x","21-50x","21-50x","6-10x","6-10x","1-5x","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","6 to 10 times","6 to 10 times","1 to 5 times","More than 50 times","21 to 50 times","21 to 50 times"
46,43,"Male","Female",27.25,"21+","Cohabiting","3+","8","6",19,,"11-20x","1-5x","0x","1-5x","1-5x","1-5x","11 to 20 times","1 to 5 times","Not at all","11 to 20 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times"
48,50,"Female","Male",23.41667,"21+","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",24,26,"21-50x","11-20x","11-20x","11-20x","11-20x","6-10x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times"
38,36,"Male","Female",5.083333,"3-5","Cohabiting","1","7","8",24,24,"21-50x","11-20x","6-10x","21-50x","1-5x","1-5x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","11 to 20 times"
45,45,"Male","Female",25.91667,"21+","Cohabiting","2","8","7",22,24,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times"
38,38,"Female","Male",17.41667,"11-20","Cohabiting","3+","8","8",22,18,"11-20x","11-20x","11-20x","6-10x","6-10x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times"
24,31,"Male","Female",.1666667,"0-2","Separate households","0","7","8",,,"21-50x","11-20x","11-20x","21-50x","6-10x","6-10x","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times"
36,34,"Male","Female",10.41667,"6-10","Cohabiting","1","10 - Completely satisfied","6",22,17,"21-50x","6-10x","11-20x","1-5x","1-5x","1-5x","21 to 50 times","6 to 10 times","11 to 20 times","More than 50 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all"
47,46,"Female","Male",12.91667,"11-20","Cohabiting","1","7","7",21,24,"21-50x","> 50x","21-50x","21-50x","21-50x","11-20x","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times"
26,27,"Male","Female",6.25,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",25,17,"11-20x","11-20x","11-20x","6-10x","1-5x","6-10x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times"
23,24,"Male","Female",2.25,"0-2","Cohabiting","0","9","9",23,25,"21-50x","11-20x","21-50x","> 50x","21-50x","21-50x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times"
20,19,"Male","Female",1.416667,"0-2","Cohabiting","0","9","8",21,,"> 50x","6-10x","11-20x","> 50x","> 50x","21-50x","More than 50 times","6 to 10 times","11 to 20 times","More than 50 times","6 to 10 times","11 to 20 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times"
44,37,"Male","Female",13.08333,"11-20","Cohabiting","2","8","8",17,18,"1-5x","6-10x","6-10x","1-5x","6-10x","1-5x","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times"
44,42,"Male","Female",16.5,"11-20","Cohabiting","3+","8","8",23,12,"6-10x","1-5x","1-5x","1-5x","11-20x","0x","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","Not at all","11 to 20 times","21 to 50 times","6 to 10 times"
25,31,"Female","Male",6.166667,"6-10","Cohabiting","0","9","9",18,,"21-50x","> 50x","> 50x","> 50x","> 50x","6-10x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","6 to 10 times","More than 50 times","More than 50 times","6 to 10 times"
31,35,"Female","Male",7.416667,"6-10","Cohabiting","1","9","9",24,20,"21-50x","6-10x","1-5x","6-10x","1-5x","1-5x","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times"
47,47,"Female","Male",25.41667,"21+","Cohabiting","2","10 - Completely satisfied","8",20,21,"11-20x","11-20x","1-5x","21-50x","6-10x","6-10x","11 to 20 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times"
41,31,"Male","Female",14.08333,"11-20","Cohabiting","1","10 - Completely satisfied","10 - Completely satisfied",25,23,"21-50x","> 50x","> 50x","21-50x","11-20x","11-20x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times"
39,35,"Male","Female",9.583333,"6-10","Cohabiting","1","10 - Completely satisfied","7",23,14,"> 50x","> 50x","> 50x","6-10x","0x","1-5x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","6 to 10 times","Not at all","1 to 5 times","11 to 20 times","21 to 50 times","21 to 50 times"
36,49,"Female","Male",,,"Cohabiting","1","8","7",23,26,"1-5x","0x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times"
32,38,"Female","Male",10.91667,"6-10","Cohabiting","2","10 - Completely satisfied","9",26,27,"> 50x","11-20x","21-50x","21-50x","1-5x","21-50x","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times"
39,48,"Female","Male",7,"6-10","Cohabiting","1","9","8",26,25,"11-20x","1-5x","6-10x","21-50x","21-50x","21-50x","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times"
47,60,"Female","Male",5.833333,"3-5","Cohabiting","3+","9","9",27,,"21-50x","> 50x","> 50x","> 50x","> 50x","> 50x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
31,34,"Female","Male",5.5,"3-5","Cohabiting","1","9","7",25,23,"21-50x","6-10x","0x","6-10x","1-5x","11-20x","21 to 50 times","6 to 10 times","Not at all","21 to 50 times","6 to 10 times","Not at all","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times"
26,28,"Male","Female",6,"6-10","Cohabiting","0","9","10 - Completely satisfied",25,23,"11-20x","6-10x","6-10x","21-50x","> 50x","21-50x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times"
45,46,"Female","Male",25.66667,"21+","Cohabiting","2","1","2",11,,"0x","0x","0x","0x","0x","0x","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all"
39,32,"Male","Female",7.25,"6-10","Cohabiting","1","7","9",22,24,"6-10x","1-5x","6-10x","11-20x","11-20x","11-20x","6 to 10 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
44,42,"Female","Male",19.75,"11-20","Cohabiting","2","8","8",17,20,"11-20x","6-10x","1-5x","6-10x","21-50x","11-20x","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times"
35,40,"Female","Male",15.83333,"11-20","Cohabiting","0","4","8",18,20,"11-20x","11-20x","11-20x","11-20x","11-20x","6-10x","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times"
47,46,"Male","Female",8.333333,"6-10","Cohabiting","1","10 - Completely satisfied","10 - Completely satisfied",21,26,"21-50x","21-50x","> 50x","> 50x","> 50x","21-50x","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","No answer"
51,46,"Male","Female",18.58333,"11-20","Cohabiting","2","7","8",18,18,"6-10x","1-5x","1-5x","11-20x","11-20x","6-10x","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times"
